course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
Photoshop - Tratamento de pele profissional,True,100,50,5,16,Intermediate Level,1.5,2017-06-06,Graphic Design
Indesign - Para quem quer trabalhar com Design Gráfico,True,100,27,7,12,Intermediate Level,2.5,2017-06-27,Graphic Design
Primeros Pasos con Photoshop CC,False,0,6429,654,31,Beginner Level,2.5,2015-09-23,Graphic Design
Cómo Diseñar Logos,True,25,422,120,31,Beginner Level,3.5,2015-03-05,Graphic Design
Photoshop para principiantes: ¡De cero a experto!,True,120,410,15,62,Beginner Level,7.5,2016-08-22,Graphic Design
Photoshop Avançado - Pós Produção e fusão com 3D,True,135,15,0,6,Expert Level,1.0,2017-07-03,Graphic Design
ABC do Adobe Illustrator,True,35,115,15,56,Beginner Level,5.5,2017-02-06,Graphic Design
خطوتك الأولى لتعلم الفوتوشوبPhotoshop,True,20,272,11,12,Beginner Level,2.0,2016-12-22,Graphic Design
master course - realistisch zeichnen lernen,True,20,280,46,33,All Levels,5.0,2016-02-10,Graphic Design
Photoshopマスターコース　基礎から上級まで　ステップバイステップでPhotoshopのすべてを学ぼう,True,70,354,27,98,All Levels,13.0,2016-01-04,Graphic Design
Professional Logo Design in Adobe Illustrator,False,0,44044,1563,45,All Levels,7.5,2015-01-22,Graphic Design
Learn UI/UX and Mobile App Design in Photoshop from Scratch,True,145,1367,61,31,All Levels,3.0,2015-08-06,Graphic Design
Mastering Photoshop: From Beginner to Industry Professional,True,25,1754,52,79,Intermediate Level,12.5,2014-11-25,Graphic Design
Expert Retina / HiDPI Graphics in Photoshop & Illustrator,True,195,2067,8,18,All Levels,1.5,2015-04-26,Graphic Design
Start Making Comics with Manga Studio 5 / Clip Studio Paint,False,0,5301,125,77,All Levels,6.5,2016-06-21,Graphic Design
Most Wanted Flat Design Techniques #1: Desert Island,False,0,4294,143,15,Intermediate Level,1.0,2016-03-17,Graphic Design
Photoshop Quickstart Guide to Digital Sketching,True,20,1679,24,15,Beginner Level,1.0,2015-09-17,Graphic Design
Gestalt Principles & Pattern Design : Create Festive Pattern,True,50,327,0,14,All Levels,1.0,2017-05-02,Graphic Design
Logo Design - Design a Logo in Photoshop for beginners,True,30,740,20,12,Beginner Level,0.5833333333333334,2016-12-02,Graphic Design
Advanced Features in Adobe Illustrator,True,30,1348,6,14,Intermediate Level,1.0,2016-10-12,Graphic Design
"YOU can Draw, Shade and Paint a Mixed Media Girl...today!",True,30,1249,44,19,Beginner Level,3.0,2014-01-28,Graphic Design
Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,True,135,1275,26,42,Beginner Level,3.5,2015-05-27,Graphic Design
Learn Photoshop CC Essentials,True,75,3117,30,62,Beginner Level,4.5,2015-05-06,Graphic Design
Mobile App Design: From Beginner to Intermediate,True,140,896,21,108,All Levels,10.0,2017-02-20,Graphic Design
Text based Logo Design for Business Using Adobe Photoshop,True,20,4208,25,19,All Levels,1.0,2015-08-03,Graphic Design
Graphic Design for Entrepreneurs...Who Can't Draw,True,20,3903,51,13,Beginner Level,1.5,2013-08-17,Graphic Design
BUSINESS CARD DESIGN IN POWERPOINT,True,95,1710,13,16,Beginner Level,1.0,2016-05-15,Graphic Design
Adobe - How to create a professional Video Title/ Web Banner,True,20,1606,8,9,All Levels,0.7333333333333333,2016-09-07,Graphic Design
How to Design an Awesome Letterhead in Adobe Illustrator,False,0,4776,115,18,All Levels,0.5666666666666667,2017-03-03,Graphic Design
Graphic Design - An Overview of the Field,False,0,23229,2215,12,Beginner Level,1.0,2015-11-09,Graphic Design
✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC,True,25,1456,62,77,All Levels,6.5,2016-07-06,Graphic Design
FLAT ICON DESIGN IN POWERPOINT,True,95,1534,24,23,Beginner Level,1.5,2016-05-03,Graphic Design
Logo Design By Example : Design 5 Famous Logos,True,50,2199,28,16,Beginner Level,1.0,2016-02-03,Graphic Design
Bring your sketch to life - learn digital illustration,True,70,1202,68,36,Beginner Level,3.5,2016-04-29,Graphic Design
Learn Cinema 4D: Create an Abstract Background,True,20,2004,4,9,Beginner Level,0.5666666666666667,2017-02-22,Graphic Design
The Art of Icon Design: Create Custom Flat Icon Designs,True,90,778,2,24,All Levels,1.5,2017-04-04,Graphic Design
Design Tickets and Vouchers in Photoshop and Illustrator,True,45,502,0,15,Beginner Level,2.5,2017-05-27,Graphic Design
Blender Modelling Series - Volume Two,True,100,1526,3,24,Beginner Level,2.0,2016-10-12,Graphic Design
Master Adobe Photoshop Lightroom CC - From Beginner to Advan,True,50,1468,190,141,Beginner Level,8.0,2015-08-18,Graphic Design
Design bestselling T-shirts from Beginner to Expert.,True,95,798,198,25,Beginner Level,0.6666666666666666,2016-04-06,Graphic Design
Digital Painting for Cartoon Characters,True,30,2044,108,25,All Levels,4.0,2015-02-05,Graphic Design
Create Animated Gif Advertising Banners in Photoshop CC,True,85,1310,9,20,All Levels,1.0,2017-01-10,Graphic Design
The Play-Doh Technique: Fun Hand-made Vectors In Illustrator,True,20,1145,42,20,All Levels,0.6333333333333333,2016-09-06,Graphic Design
Photo Manipulation: Master Photo Editing,True,75,326,6,43,All Levels,1.0,2017-07-03,Graphic Design
How to create flat design icons in 15 minutes in Illustrator,True,195,2228,96,51,All Levels,4.5,2015-06-22,Graphic Design
Adobe - Create a professional logo step-by-step (Beauty),True,20,2420,27,21,All Levels,1.5,2016-08-27,Graphic Design
Essential Skills for Designers - Mastering the Pen Tool,True,45,387,24,24,All Levels,2.0,2013-05-13,Graphic Design
Morphing  with After Effect : Everything you need to know,True,20,421,10,18,All Levels,1.0,2016-07-21,Graphic Design
Learn  After Effects and master 3d layers in after effects,True,20,987,2,29,All Levels,1.5,2015-02-23,Graphic Design
Learn Adobe Illustrator CC - All Essentials In 1 Hour!,True,55,324,7,14,Beginner Level,1.0,2017-03-01,Graphic Design
History of Art and Design from XV to XXI century,True,20,319,11,35,All Levels,2.0,2016-10-24,Graphic Design
App Design + Web Design + Photoshop = Combined Course,True,115,1087,6,24,Beginner Level,2.0,2015-04-27,Graphic Design
Adobe Illustrator CC for beginners,True,20,270,28,118,Beginner Level,8.0,2014-12-17,Graphic Design
Complete Portrait and Figure Drawing (step-by-step),True,20,124,8,16,All Levels,1.5,2014-12-17,Graphic Design
Adobe Illustrator: Learn Easy Logo Design.,True,20,371,5,26,All Levels,3.5,2016-09-06,Graphic Design
Create Beautiful Compelling Social Media Banners With Canva,True,50,1098,3,34,Beginner Level,1.5,2015-10-14,Graphic Design
Become a Professional Logo Designer,True,150,107,16,82,All Levels,8.0,2016-06-28,Graphic Design
Learn Photoshop Actions - Save time with repetitive tasks,True,25,507,2,7,Intermediate Level,0.6166666666666667,2016-03-08,Graphic Design
Essential Skills for Designers - Masking,True,45,646,30,25,All Levels,2.0,2013-05-11,Graphic Design
Mastering Photoshop Elements 13 Made Easy Training Tutorial,True,20,1738,8,166,Beginner Level,10.5,2015-05-22,Graphic Design
"Become a Graphic Designer, and earn a living from it",True,35,2354,12,37,All Levels,3.0,2014-09-17,Graphic Design
Learn 2D Cell Shading in Photoshop,True,20,238,25,8,Intermediate Level,1.5,2016-03-14,Graphic Design
Adobe Illustrator For Everyone: Create Detailed Vector Image,True,185,165,17,11,All Levels,1.5,2016-08-09,Graphic Design
Learn Digital Drawing in Photoshop,True,20,1080,15,13,All Levels,2.0,2015-10-12,Graphic Design
Quickly Batch Export & Package Logo Files for Clients,True,20,489,10,5,Intermediate Level,0.6833333333333333,2017-05-01,Graphic Design
Logo Design for Everybody,True,30,706,10,24,Beginner Level,5.5,2016-03-08,Graphic Design
Pixelmator - Create Vector Graphics From Scratch,True,20,507,42,36,All Levels,3.0,2014-09-19,Graphic Design
Creating an animated greeting card via Google Slides,True,20,770,8,8,Intermediate Level,1.0,2016-05-06,Graphic Design
Most Wanted Flat Design Techniques #3: Office Space,True,95,1028,2,26,Intermediate Level,2.0,2016-03-17,Graphic Design
Flat Design - Create Beautiful Flat Graphics In Photoshop,True,20,545,13,23,All Levels,2.0,2016-03-20,Graphic Design
T-Shirt Design Workshop 01: Foundation,True,25,690,162,19,All Levels,1.0,2016-03-25,Graphic Design
