title,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price
First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,8222,Self-paced on your time,Harvard University,['Thomas Forrest Kelly'],Introductory,Humanities,English,['English'],3–5 hours per week,3 Weeks,49
The Quantum Internet and Quantum Computers: How Will They Change the World?,15014,Self-paced on your time,Delft University of Technology,"['Stephanie Wehner', 'Lieven Vandersypen', 'Menno Veldhorst']",Introductory,Science,English,['English'],2–3 hours per week,6 Weeks,50
Research Methods: An Engineering Approach,20444,Self-paced on your time,Wits University,['Ivan Hofsajer'],Introductory,Engineering,English,['English'],2–3 hours per week,8 Weeks,169
Idealismo filosófico y cosmovisiones: cómo hacer mundos con ideas,15349,Self-paced on your time,Universidad Autónoma de Madrid,"['Felix Duque', 'Ángel Gabilondo', 'Valerio Rocco', 'Marcela Vélez']",Introductory,Philosophy & Ethics,Español,['Español'],3–5 hours per week,5 Weeks,49
Rise to Leadership: Become a CEO,16719,Self-paced on your time,Babson College,['Peter Cohan'],Intermediate,Business & Management,English,['English'],4–6 hours per week,4 Weeks,199
Building a Cybersecurity Toolkit,23275,Self-paced on your time,University of Washington,['David Aucsmith'],Introductory,Computer Science,English,['English'],2–5 hours per week,6 Weeks,199
Marketing your Android apps,53260,Self-paced on your time,Universidad Galileo,"['Jojo Giuffra', 'Pedro Borrayo']",Intermediate,Engineering,English,['English'],6–8 hours per week,5 Weeks,49
Embedded Systems Essentials with Arm: Getting Started,53260,Self-paced on your time,Arm Education,"['Khaled Benkrid', 'Shuojin Hang', 'Mark Allen', 'Tim Wilmshurst']",Intermediate,Computer Science,English,['English'],3–6 hours per week,6 Weeks,149
Life with Diabetes,12318,Self-paced on your time,Curtin University,['Patricia Marshall'],Introductory,Medicine,English,['English'],3–4 hours per week,5 Weeks,139
Human Reproduction,5517,Self-paced on your time,University of Adelaide,"['Mario Ricci', 'Danijela Menicanin', 'Kathy Gatford', 'Corinna Van Den Heuvel']",Intermediate,Biology & Life Sciences,English,['English'],2–3 hours per week,6 Weeks,169
Enabling Technologies for Data Science and Analytics: The Internet of Things,71290,Self-paced on your time,Columbia University,"['Fred Jiang', 'Julia Hirschberg', 'Michael Collins', 'Shih', 'Fu Chang']",Introductory,Computer Science,English,['English'],7–10 hours per week,5 Weeks,99
Astrophysics: Exploring Exoplanets,48539,Self-paced on your time,Australian National University,"['Brian Schmidt', 'Paul Francis']",Intermediate,Physics,English,['English'],2–4 hours per week,9 Weeks,50
Unconventional Reservoir Geomechanics,53260,Self-paced on your time,Stanford University,"['Mark D. Zoback', 'Arjun H. Kohli']",Introductory,Energy & Earth Sciences,English,['English'],6–8 hours per week,10 Weeks,129
Strategic Account Management,53260,Self-paced on your time,Queen’s University,"['Jim Hamilton', 'Michael Cant']",Introductory,Business & Management,English,['English'],4–6 hours per week,6 Weeks,149
PyTorch Basics for Machine Learning,53260,Self-paced on your time,IBM,['Joseph Santarcangelo'],Introductory,Data Analysis & Statistics,English,['English'],4–5 hours per week,5 Weeks,39
Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,14266,Self-paced on your time,Universidad Galileo,"['Rocael Hernández Rissardini', 'Miguel Morales', 'Mónica Mishell Pérez de Santisteban', 'Carla Sandoval Orellana']",Intermediate,Humanities,Español,['Español'],4–5 hours per week,4 Weeks,49
Introduction to Cloud Foundry and Cloud Native Software Architecture,24444,Self-paced on your time,The Linux Foundation,"['Norm Abramovitz', 'Tyler Bird', 'Kevin Rutten']",Introductory,Computer Science,English,['English'],3–4 hours per week,14 Weeks,169
Gestión de compras eficientes para tu empresa,53260,Self-paced on your time,LOGYCA,"['Daniela Flórez Ceron', 'Carlos José Bello Peréz']",Introductory,Engineering,Español,['Español'],3–5 hours per week,5 Weeks,25
Know HBV And HCV,53260,Self-paced on your time,Stanford University,"['Thi Thanh Hang Pham', 'Samuel So']",Introductory,Medicine,English,['English'],1–5 hours per week,1 Weeks,50
The Supreme Court & American Politics,6216,Self-paced on your time,University of Baltimore-University System of Maryland,['Lyle Denniston'],Introductory,Law,English,['English'],4–7 hours per week,8 Weeks,29
Sales Enablement & Analytics,53260,Self-paced on your time,Queen’s University,"['Michael Cant', 'Jim Hamilton']",Introductory,Business & Management,English,['English'],4–6 hours per week,6 Weeks,149
Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,16423,Self-paced on your time,Inter-American Development Bank,"['Joaquim Tres', 'Matthew Shearer', 'Eddy Rekkers', 'Rodrigo Polanco']",Intermediate,Business & Management,Español,['Español'],3–4 hours per week,10 Weeks,25
Liderazgo en la empresa familiar,10969,Self-paced on your time,Tecnológico de Monterrey,"['Fernando Sandoval Arzaga', 'Juan Pablo Murra Lascurain', 'David Salvador Xotlanihua González']",Intermediate,Business & Management,Español,['Español'],7–8 hours per week,6 Weeks,49
Comparative Political Systems,6934,Self-paced on your time,Università degli Studi di Napoli Federico II,['Gianfranco Pasquino'],Introductory,Social Sciences,English,['English'],4–6 hours per week,6 Weeks,59
Introducción al Derecho en la vida cotidiana,53260,Self-paced on your time,Universidad Autónoma de Madrid,"['María del Pilar Pérez Álvarez', 'Beatriz Gregoraci Fernández', 'Pilar Domínguez Lozano']",Introductory,Law,Español,['Español'],5–6 hours per week,5 Weeks,49
Cloud Computing for Enterprises,27241,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,"['Patrick Appiah', 'Kubi', 'Jarrod Jordan']",Intermediate,Computer Science,English,['English'],8–10 hours per week,8 Weeks,299
Diversity and Social Justice in Social Work,11055,Self-paced on your time,The University of Michigan,['Jamie Mitchell'],Advanced,Social Sciences,English,['English'],8–10 hours per week,8 Weeks,199
Public Library Marketing and Public Relations,7525,Self-paced on your time,The University of Michigan,['Kristin Fontichiaro'],Introductory,Humanities,English,['English'],2–3 hours per week,4 Weeks,49
"Healthcare Finance, Economics and Risk",8006,Self-paced on your time,Doane University,['Jody Woodworth'],Intermediate,Economics & Finance,English,['English'],5–10 hours per week,5 Weeks,199
Reacciones Químicas y Cálculos Estequiométricos,8907,Self-paced on your time,Universitat Politècnica de Valencia,"['Carmen Gómez Benito', 'Isabel Morera Bertomeu']",Introductory,Chemistry,Español,['Español'],3–4 hours per week,6 Weeks,49
Seeking Women’s Rights: Colonial Period to the Civil War,5157,Self-paced on your time,Columbia University,"['Alice Kessler', 'Harris', 'Nick Juravich', 'Columbia University Center for Teaching and Learning', 'New', 'York Historical Society']",Intermediate,History,English,['English'],2–3 hours per week,10 Weeks,50
VideoX: Creating Video for the edX Platform,12159,Self-paced on your time,edX,"['Erik Brown', 'James Donald']",Introductory,Education & Teacher Training,English,['English'],2–4 hours per week,2 Weeks,99
Comisión de la Verdad Colombia,53260,Self-paced on your time,Pontificia Universidad Javeriana,"['Juan Daniel Cruz', 'Andrés Mauricio Valdivieso Collazos', 'Nelson Otaya', 'María Mónica Herrera Irurita']",Introductory,History,Español,['Español'],7–10 hours per week,5 Weeks,29
MathTrackX: Probability,53260,Self-paced on your time,University of Adelaide,"['Dr Brendan Harding', 'Dr Melissa Humphries', 'Dr David Butler', 'Dr Danny Stevenson']",Introductory,Math,English,['English'],3–6 hours per week,4 Weeks,79
Health Informatics for better and safer healthcare,53260,Self-paced on your time,IsraelX,['Maxim Topaz'],Introductory,Health & Safety,English,['English'],3–4 hours per week,4 Weeks,49
Sign Language Science: Factors Contributing to Natural Change,53260,Self-paced on your time,Georgetown University,['Ted Supalla'],Introductory,Language,English,['English'],3–5 hours per week,4 Weeks,99
Accounting System Structure and Information Management,53260,Self-paced on your time,NYIF,['Jack Farmer'],Introductory,Economics & Finance,English,['English'],1–2 hours per week,4 Weeks,50
Sustainable Development: The Post-Capitalist Order,7031,Self-paced on your time,SDG Academy,['Jeffrey D. Sachs'],Introductory,Economics & Finance,English,['English'],2–4 hours per week,8 Weeks,49
"Health Law, Policy, and Advocacy",6358,Self-paced on your time,Doane University,"['Susan Sapp', 'Alice Kindschuh']",Intermediate,Law,English,['English'],5–10 hours per week,5 Weeks,199
Introduction to Haptics,53260,Self-paced on your time,Stanford University,['Allison Okamura'],Introductory,Engineering,English,['English'],1–10 hours per week,5 Weeks,129
Gestión de inventario y portafolio,53260,Self-paced on your time,LOGYCA,"['Juan Carlos Martínez Rodríguez', 'Alex Fernando Bedoya Villamarín', 'Andrés Felipe Velandia Venegas', 'Maria Fernanda Torres Rojas']",Introductory,Engineering,Español,['Español'],3–5 hours per week,5 Weeks,25
Understanding Nuclear Energy,16015,Self-paced on your time,Delft University of Technology,"['Rudy Konings', 'Jan', 'Leen Kloosterman', 'Stefaan Pommé', 'Victor Hugo Sánchez Espinoza']",Intermediate,Engineering,English,['English'],4–6 hours per week,6 Weeks,50
Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),11431,Self-paced on your time,Catalyst,"['María del Carmen Bernal González', 'Alejandra Moreno Maya', 'Deepali Bagati', 'Krista Brookman']",Introductory,Business & Management,Español,['Español'],1–2 hours per week,4 Weeks,50
Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,53260,Self-paced on your time,Delft University of Technology,"['Tina Nane', 'Anca Hanea', 'Roger Cooke']",Introductory,Business & Management,English,['English'],4–6 hours per week,6 Weeks,50
AP® Calculus BC,8542,Self-paced on your time,Davidson Next,"['Stephen Davis', 'Ben Klein', 'Jane Wortman']",Introductory,Math,English,['English'],2–4 hours per week,11 Weeks,49
Advanced Linear Algebra: Foundations to Frontiers,53260,Self-paced on your time,The University of Texas at Austin,"['Maggie Myers', 'Robert van de Geijn']",Advanced,Computer Science,English,['English'],8–12 hours per week,16 Weeks,49
Entrepreneurial Opportunities,27182,Self-paced on your time,University of Adelaide,"['Noel Lindsay', 'Wendy Lindsay', 'Zrinka Tokic', 'Diana Lucic']",Introductory,Business & Management,English,['English'],2–3 hours per week,5 Weeks,50
Agua en América Latina: Abundancia en medio de la escasez mundial,38581,Self-paced on your time,Inter-American Development Bank,"['Jorge Ducci', 'Juan Mauricio Benavides', 'Mario Díaz Granados', 'Luis Alejandro Camacho']",Introductory,Environmental Studies,Español,['Español'],3–4 hours per week,10 Weeks,25
Understanding Political Concepts,7421,Self-paced on your time,Università degli Studi di Napoli Federico II,"['Mauro Calise', 'Werner Patzelt', 'Fortunato Musella', 'Valentina Reda']",Introductory,Social Sciences,English,['English'],4–6 hours per week,6 Weeks,59
How to Code: Complex Data,34190,Self-paced on your time,University of British Columbia,['Gregor Kiczales'],Introductory,Computer Science,English,['English'],2–3 hours per week,6 Weeks,125
Hypersonics – from Shock Waves to Scramjets,19043,Self-paced on your time,The University of Queensland,"['Professor David J. Mee', 'Professor Richard G. Morgan', 'Professor Michael Smart', 'Associate Professor Vincent Wheatley']",Advanced,Engineering,English,['English'],4–8 hours per week,4 Weeks,99
Micro and Nanofabrication (MEMS),16094,Self-paced on your time,École polytechnique fédérale de Lausanne,"['Juergen Brugger', 'Martin Gijs']",Advanced,Engineering,English,"['English', 'Français']",3–5 hours per week,7 Weeks,199
Scientific Methods and Research,7501,Self-paced on your time,Ural Federal University,"['Ivan Zamoshchanskii', 'Kalganova Tatiana']",Intermediate,Science,English,['English'],3–4 hours per week,5 Weeks,49
Customer Centric Marketing for Entrepreneurs,14003,Self-paced on your time,Babson College,['Beth Goldstein'],Intermediate,Business & Management,English,['English'],4–6 hours per week,4 Weeks,149
Dog Behavior: Problems and Solutions,16467,Self-paced on your time,Arizona State University,"['Clive D.L. Wynne,']",Intermediate,Social Sciences,English,['English'],4–10 hours per week,3 Weeks,169
The Business of Mining,20406,Self-paced on your time,Curtin University,"['Felix Chan', 'Steve Hall', 'Bryan Maybee', 'Dan Packey']",Introductory,Business & Management,English,['English'],2–3 hours per week,4 Weeks,139
"Social Work Practice in Community Organization, Management and Policy/Evaluation",9522,Self-paced on your time,The University of Michigan,['Barbara Hiltz'],Advanced,Social Sciences,English,['English'],8–10 hours per week,8 Weeks,199
The Business of Aging in the Longevity Economy,53260,Self-paced on your time,Georgetown University,"['Pamela A. Saunders, Ph.D.', 'Andrew Carle', 'Sonya Barsness, M.S.', 'Tara McMulen, Ph.D., MPH']",Introductory,Social Sciences,English,['English'],1–2 hours per week,4 Weeks,139
Understanding the Australian Health Care System,8343,Self-paced on your time,The University of Queensland,"['Cherri Ryan', 'Mieke van Driel', 'Allyson Mutch']",Introductory,Medicine,English,['English'],1–2 hours per week,9 Weeks,59
Age of Sustainable Development,10019,Self-paced on your time,SDG Academy,['Jeffrey D. Sachs'],Intermediate,Social Sciences,English,"['English', 'Português', 'Русский']",4–6 hours per week,14 Weeks,49
Internationalization: Creating Digital Content for the World,53260,Self-paced on your time,University of Washington,"['Agustín Da Fieno Delucchi', 'Jorge Russo dos Santos', 'Pavel Soukenik']",Advanced,Computer Science,English,['English'],2–5 hours per week,4 Weeks,199
